x_m,y_m,w_tr_right_m,w_tr_left_m
-4.064000,-4.618723,0.5795,0.5795
-4.114000,-4.629872,0.5394,0.5394
-4.164000,-4.640688,0.5492,0.5492
-4.214000,-4.651048,0.5794,0.5794
-4.264000,-4.659963,0.5992,0.5992
-4.314000,-4.668295,0.6192,0.6192
-4.364000,-4.675929,0.6095,0.6095
-4.414000,-4.683735,0.6397,0.6397
-4.464000,-4.689862,0.6698,0.6698
-4.514000,-4.695188,0.6795,0.6795
-4.564000,-4.699606,0.6591,0.6591
-4.614000,-4.703014,0.6492,0.6492
-4.664000,-4.705425,0.6394,0.6394
-4.714000,-4.706856,0.6295,0.6295
-4.764000,-4.707212,0.6197,0.6197
-4.814000,-4.706403,0.6098,0.6098
-4.864870,-4.705323,0.6000,0.6000
-4.915629,-4.703019,0.6000,0.6000
-4.966279,-4.699410,0.6000,0.6000
-5.016823,-4.694534,0.6000,0.6000
-5.067263,-4.688430,0.6000,0.6000
-5.118474,-4.682009,0.6000,0.6000
-5.169476,-4.674337,0.5500,0.5500
-5.220274,-4.665348,0.5598,0.5598
-5.270875,-4.654983,0.5697,0.5697
-5.321284,-4.643298,0.5795,0.5795
-5.371506,-4.630352,0.5894,0.5894
-5.422418,-4.616094,0.5492,0.5492
-5.473043,-4.601457,0.5794,0.5794
-5.524260,-4.585529,0.5992,0.5992
-5.575095,-4.568268,0.5794,0.5794
-5.625561,-4.550620,0.5894,0.5894
-5.675668,-4.531684,0.5794,0.5794
-5.725428,-4.511428,0.5794,0.5794
-5.774851,-4.489828,0.5697,0.5697
-5.823950,-4.466858,0.5794,0.5794
-5.872735,-4.443482,0.5492,0.5492
-5.922089,-4.418814,0.5794,0.5794
-5.971039,-4.392841,0.5492,0.5492
-6.019602,-4.365554,0.5697,0.5697
-6.067790,-4.336946,0.5395,0.5395
-6.115618,-4.307012,0.5492,0.5492
-6.163971,-4.275750,0.5492,0.5492
-6.211880,-4.243164,0.5794,0.5794
-6.259362,-4.210240,0.5992,0.5992
-6.306435,-4.176119,0.5697,0.5697
-6.353986,-4.140813,0.5794,0.5794
-6.401919,-4.104339,0.5992,0.5992
-6.450144,-4.066714,0.6095,0.6095
-6.497700,-4.028944,0.5794,0.5794
-6.544615,-3.990186,0.5992,0.5992
-6.591782,-3.950469,0.5998,0.5998
-6.638246,-3.910811,0.6095,0.6095
-6.684905,-3.871364,0.6192,0.6192
-6.731676,-3.831301,0.5992,0.5992
-6.777609,-3.790669,0.6095,0.6095
-6.823606,-3.749519,0.6192,0.6192
-6.868721,-3.707901,0.6300,0.6300
-6.913860,-3.664886,0.6698,0.6698
-6.958949,-3.621400,0.6795,0.6795
-7.003915,-3.577501,0.6494,0.6494
-7.047819,-3.533249,0.6591,0.6591
-7.091577,-3.488707,0.6795,0.6795
-7.135121,-3.442959,0.6892,0.6892
-7.178389,-3.396939,0.7091,0.7091
-7.220450,-3.350718,0.7291,0.7291
-7.262228,-3.304367,0.7689,0.7689
-7.303663,-3.257962,0.7700,0.7700
-7.344703,-3.210594,0.7700,0.7700
-7.385293,-3.163213,0.7700,0.7700
-7.424515,-3.115899,0.7797,0.7797
-7.463304,-3.068734,0.8195,0.8195
-7.501613,-3.020822,0.8292,0.8292
-7.539399,-2.973117,0.8389,0.8389
-7.576620,-2.924724,0.8689,0.8689
-7.613238,-2.875618,0.8689,0.8689
-7.649218,-2.826758,0.8788,0.8788
-7.684528,-2.778236,0.8992,0.8992
-7.719137,-2.729162,0.9089,0.9089
-7.752150,-2.680500,0.9488,0.9488
-7.784523,-2.631364,0.9595,0.9595
-7.816233,-2.581737,0.9692,0.9692
-7.847258,-2.532585,0.9788,0.9788
-7.877580,-2.483026,0.9886,0.9886
-7.907183,-2.433044,0.9788,0.9788
-7.936056,-2.383611,0.9886,0.9886
-7.965057,-2.333844,1.0188,1.0188
-7.994069,-2.283733,0.9886,0.9886
-8.022979,-2.233266,1.0188,1.0188
-8.051678,-2.183416,0.9886,0.9886
-8.080067,-2.133305,1.0288,1.0288
-8.108047,-2.082054,1.0188,1.0188
-8.135530,-2.030637,1.0386,1.0386
-8.162430,-1.979156,1.0288,1.0288
-8.188668,-1.926844,1.0689,1.0689
-8.214171,-1.873802,1.0984,1.0984
-8.238871,-1.820997,1.0886,1.0886
-8.261722,-1.768413,1.0788,1.0788
-8.283534,-1.716032,1.0984,1.0984
-8.304253,-1.662967,1.0886,1.0886
-8.323832,-1.610297,1.1286,1.1286
-8.342229,-1.557248,1.0984,1.0984
-8.358421,-1.503910,1.0886,1.0886
-8.373245,-1.450372,1.1091,1.1091
-8.386674,-1.397592,1.1189,1.1189
-8.398683,-1.344670,1.1091,1.1091
-8.409258,-1.292674,1.0992,1.0992
-8.418385,-1.240818,1.0984,1.0984
-8.425075,-1.189182,1.1189,1.1189
-8.430196,-1.137844,1.1197,1.1197
-8.432765,-1.086878,1.1098,1.1098
-8.433659,-1.036357,1.1000,1.1000
-8.432888,-0.986349,1.1000,1.1000
-8.430470,-0.936921,1.1098,1.1098
-8.426427,-0.888138,1.1197,1.1197
-8.420787,-0.840058,1.1295,1.1295
-8.413585,-0.792741,1.0894,1.0894
-8.404860,-0.746241,1.0992,1.0992
-8.393673,-0.700610,1.1091,1.1091
-8.380941,-0.655899,1.1189,1.1189
-8.366718,-0.612153,1.1288,1.1288
-8.351064,-0.569417,1.0886,1.0886
-8.334044,-0.527731,1.0886,1.0886
-8.314743,-0.487133,1.0984,1.0984
-8.294106,-0.447660,1.0888,1.0888
-8.272211,-0.409342,1.1189,1.1189
-8.249143,-0.372211,1.1092,1.1092
-8.224009,-0.336292,1.1092,1.1092
-8.196785,-0.301609,1.0995,1.0995
-8.167456,-0.268185,1.0500,1.0500
-8.136988,-0.236037,1.0598,1.0598
-8.105488,-0.205181,1.0197,1.0197
-8.072080,-0.175629,1.0197,1.0197
-8.037748,-0.147392,0.9795,0.9795
-8.001625,-0.120476,0.9394,0.9394
-7.963720,-0.094886,0.9492,0.9492
-7.925025,-0.070623,0.8992,0.8992
-7.884687,-0.047686,0.9000,0.9000
-7.843708,-0.026070,0.9000,0.9000
-7.801243,-0.005768,0.8500,0.8500
-7.757318,0.013229,0.8500,0.8500
-7.711963,0.030934,0.8098,0.8098
-7.666194,0.047363,0.8098,0.8098
-7.619181,0.062534,0.8197,0.8197
-7.570963,0.076468,0.7795,0.7795
-7.521584,0.089189,0.7894,0.7894
-7.472077,0.100725,0.7992,0.7992
-7.421622,0.111104,0.7991,0.7991
-7.370275,0.120360,0.7689,0.7689
-7.318093,0.128527,0.7500,0.7500
-7.265138,0.134774,0.7500,0.7500
-7.212458,0.140993,0.7500,0.7500
-7.159251,0.147113,0.7500,0.7500
-7.105589,0.153071,0.7500,0.7500
-7.051549,0.157935,0.7500,0.7500
-6.997206,0.161765,0.7500,0.7500
-6.942641,0.164621,0.7500,0.7500
-6.887939,0.166567,0.7500,0.7500
-6.833185,0.167668,0.7500,0.7500
-6.778467,0.167994,0.7500,0.7500
-6.724863,0.167617,0.7500,0.7500
-6.671600,0.166612,0.7500,0.7500
-6.618777,0.165057,0.7500,0.7500
-6.566499,0.163032,0.7500,0.7500
-6.514870,0.160620,0.7500,0.7500
-6.464000,0.157907,0.7500,0.7500
-6.414000,0.154984,0.7500,0.7500
-6.364000,0.151940,0.7500,0.7500
-6.314000,0.148871,0.7500,0.7500
-6.264000,0.145874,0.7500,0.7500
-6.214000,0.143051,0.7500,0.7500
-6.164000,0.140502,0.7500,0.7500
-6.114000,0.137351,0.7500,0.7500
-6.064000,0.134573,0.7500,0.7500
-6.014000,0.131292,0.7500,0.7500
-5.964000,0.127503,0.7500,0.7500
-5.914000,0.123199,0.7000,0.7000
-5.864000,0.119361,0.7000,0.7000
-5.814000,0.116099,0.7000,0.7000
-5.764000,0.113528,0.7000,0.7000
-5.714000,0.110780,0.7000,0.7000
-5.664000,0.107859,0.7000,0.7000
-5.614000,0.104766,0.7000,0.7000
-5.564000,0.100636,0.7000,0.7000
-5.514000,0.096452,0.7000,0.7000
-5.464000,0.092328,0.7000,0.7000
-5.414000,0.087510,0.7000,0.7000
-5.364000,0.082108,0.7000,0.7000
-5.314000,0.077102,0.7000,0.7000
-5.264000,0.072485,0.6500,0.6500
-5.214000,0.068252,0.6500,0.6500
-5.164000,0.064398,0.6500,0.6500
-5.114000,0.060916,0.6500,0.6500
-5.064000,0.057802,0.6500,0.6500
-5.014000,0.055049,0.6500,0.6500
-4.964000,0.052652,0.6500,0.6500
-4.914000,0.050606,0.6500,0.6500
-4.864000,0.048903,0.6500,0.6500
-4.814000,0.047540,0.6500,0.6500
-4.764000,0.046510,0.6500,0.6500
-4.714000,0.045808,0.6500,0.6500
-4.664000,0.045427,0.6500,0.6500
-4.614000,0.045363,0.6492,0.6492
-4.564000,0.045610,0.6394,0.6394
-4.514000,0.046161,0.6295,0.6295
-4.464000,0.046142,0.6197,0.6197
-4.414000,0.046528,0.6098,0.6098
-4.364000,0.047311,0.6000,0.6000
-4.314000,0.048482,0.6000,0.6000
-4.264000,0.050033,0.6000,0.6000
-4.214000,0.051956,0.6000,0.6000
-4.164000,0.054241,0.6098,0.6098
-4.114000,0.056881,0.6197,0.6197
-4.064000,0.059867,0.6295,0.6295
-4.014000,0.063190,0.6394,0.6394
-3.964000,0.066842,0.6492,0.6492
-3.914000,0.070815,0.6500,0.6500
-3.864000,0.075100,0.6494,0.6494
-3.814000,0.079689,0.6795,0.6795
-3.764000,0.084572,0.7000,0.7000
-3.714000,0.089743,0.7000,0.7000
-3.664000,0.095191,0.7000,0.7000
-3.614000,0.100910,0.7000,0.7000
-3.564000,0.106889,0.7000,0.7000
-3.514000,0.113121,0.7000,0.7000
-3.464000,0.119598,0.7000,0.7000
-3.414000,0.126310,0.7500,0.7500
-3.364000,0.133250,0.7500,0.7500
-3.314000,0.140408,0.7500,0.7500
-3.264000,0.147777,0.7500,0.7500
-3.214000,0.155348,0.7500,0.7500
-3.164000,0.164097,0.7500,0.7500
-3.114000,0.172164,0.7500,0.7500
-3.064000,0.179425,0.8000,0.8000
-3.014000,0.185756,0.8000,0.8000
-2.964000,0.192012,0.8000,0.8000
-2.914000,0.198178,0.8000,0.8000
-2.864000,0.204242,0.8000,0.8000
-2.814000,0.210188,0.8000,0.8000
-2.764000,0.216003,0.8000,0.8000
-2.714000,0.221673,0.8000,0.8000
-2.664000,0.227183,0.8500,0.8500
-2.614000,0.232520,0.8500,0.8500
-2.564000,0.237668,0.8500,0.8500
-2.514000,0.242615,0.8500,0.8500
-2.464000,0.247345,0.8500,0.8500
-2.414000,0.251846,0.8500,0.8500
-2.364000,0.256102,0.8500,0.8500
-2.314000,0.260100,0.8500,0.8500
-2.264000,0.263825,0.8500,0.8500
-2.214000,0.267263,0.8500,0.8500
-2.164000,0.270401,0.8500,0.8500
-2.114000,0.273224,0.8500,0.8500
-2.064000,0.275718,0.8295,0.8295
-2.014000,0.277868,0.8394,0.8394
-1.964000,0.279662,0.8492,0.8492
-1.914000,0.281084,0.8500,0.8500
-1.864000,0.282120,0.8500,0.8500
-1.814000,0.283627,0.8500,0.8500
-1.764000,0.285479,0.8492,0.8492
-1.714000,0.286683,0.8394,0.8394
-1.664000,0.288100,0.8295,0.8295
-1.614000,0.289611,0.8197,0.8197
-1.564000,0.290227,0.8098,0.8098
-1.514000,0.291802,0.8000,0.8000
-1.464000,0.292483,0.8000,0.8000
-1.414000,0.293258,0.8000,0.8000
-1.364000,0.294245,0.8000,0.8000
-1.314000,0.295570,0.8000,0.8000
-1.264000,0.296372,0.8000,0.8000
-1.214000,0.296662,0.8000,0.8000
-1.164000,0.296453,0.8000,0.8000
-1.114000,0.295755,0.8000,0.8000
-1.064000,0.294580,0.8000,0.8000
-1.014000,0.292939,0.8000,0.8000
-0.964000,0.290843,0.8000,0.8000
-0.914000,0.288304,0.8000,0.8000
-0.864000,0.285332,0.8000,0.8000
-0.814000,0.281940,0.8000,0.8000
-0.764000,0.278138,0.8000,0.8000
-0.714000,0.273938,0.8000,0.8000
-0.664000,0.269352,0.8000,0.8000
-0.614000,0.264389,0.8000,0.8000
-0.564000,0.259062,0.8000,0.8000
-0.514000,0.253382,0.8000,0.8000
-0.464000,0.247361,0.8000,0.8000
-0.414000,0.241993,0.8000,0.8000
-0.364000,0.236424,0.8098,0.8098
-0.314000,0.230667,0.8197,0.8197
-0.264000,0.224736,0.7795,0.7795
-0.214000,0.217775,0.7894,0.7894
-0.164000,0.209911,0.7992,0.7992
-0.114000,0.201265,0.8000,0.8000
-0.064000,0.191958,0.8000,0.8000
